000100000000000000000000000000,00010000000000000000000000001001,0
000000000000000000000000010010,00010000000000000000000000001001,0
000000000000000000000000010010,00000000000000000000000000000000,1
000000000000000000000000010010,00000000000000000000000000000000,1
000000000000000000000000010010,00010000000000000000000000001001,1
000000000000000000000000010010,01000000100000000110000000000000,1
000000000000000000000000011011,00111100000101000010000000000000,0
000000000000000000000000011011,00000000000000000000000000000000,1
000000000000000000000000011011,00000000000000000000000000000000,1
000000000000000000000000011011,01000000100000000110000000000000,1
000000000000000000000000011011,10100010100101010000000000000000,1
000000000000000000000000011100,10100010100101110000000000000000,0
000000000000000000000000011101,10100010100101110000000000000000,0
000000000000000000000000011101,10100010100101010000000000000000,0
000000000000000000000000011100,10100010100101010000000000000000,0
000000000000000000000000011100,10100010100101110000000000000000,0
000000000000000000000000011100,00000000000000000000000000000000,1
000000000000000000000000011100,00000000000000000000000000000000,1
000000000000000000000000011100,10100010100101010000000000000000,1
000000000000000000000000011100,10100010100101110000000000000000,1
000000000000000000000000011101,10100010100101010000000000000000,0
000000000000000000000000000000,10100010100101010000000000000000,0
000000000000000000000000000000,10100010100101110000000000000000,0
000100000000000000000000011110,10100010100101110000000000000000,0
000000000000000000000000011101,10100010100101110000000000000000,0
000000000000000000000000011101,10100010100101010000000000000000,0
000000000000000000000000000000,10100010100101010000000000000000,0
000000000000000000000000000000,10100010100101110000000000000000,0
000000000000000000000000011110,10100010100101110000000000000000,0
000000000000000000000000000000,10100010100101110000000000000000,0
000100000000000000000000011111,10100010100101110000000000000000,0
000000000000000000000000011110,10100010100101010000000000000000,0
000000000000000000000000011110,10100010100101110000000000000000,0
000000000000000000000000011110,00000000000000000000000000000000,1
000000000000000000000000011110,00000000000000000000000000000000,1
000000000000000000000000011110,10100010100101110000000000000000,1
000000000000000000000000011111,10100010100101010000000000000000,0
000000000000000000000000000000,10100010100101010000000000000000,0
000000000000000000000000000000,10100010100101110000000000000000,0
000100000000000000000000100000,10100010100101110000000000000000,0
000000000000000000000000011111,10100010100101110000000000000000,0
000000000000000000000000011111,10100010100101010000000000000000,0
000000000000000000000000000000,10100010100101010000000000000000,0
000000000000000000000000000000,10100010100101110000000000000000,0
000000000000000000000000100000,10100010100101110000000000000000,0
000000000000000000000000000000,10100010100101110000000000000000,0
000100000000000000000000100001,10100010100101110000000000000000,0
000000000000000000000000100000,10100010100101010000000000000000,0
000000000000000000000000100000,10100010100101110000000000000000,0
000000000000000000000000100000,00000000000000000000000000000000,1
000000000000000000000000100000,00000000000000000000000000000000,1
000000000000000000000000100000,10100010100101110000000000000000,1
000000000000000000000000100000,00111100000001010001000000000000,1
000000000000000000000000100001,00100100101001010000000000101100,0
000000000000000000000000000000,00100100101001010000000000101100,0
000000000000000000000000000000,00111100000001010001000000000000,0
000100000000000000000000100010,00111100000001010001000000000000,0
000000000000000000000000100001,00111100000001010001000000000000,0
000000000000000000000000100001,00100100101001010000000000101100,0
000000000000000000000000100010,00100100101001010000000000101100,0
000000000000000000000000100010,00111100000001010001000000000000,0
000000000000000000000000100011,00111100000001010001000000000000,0
000000000000000000000000100011,00100100101001010000000000101100,0
000000000000000000000000100011,00000000000000000000000000000000,1
000000000000000000000000100010,00000000000000000000000000000000,1
000000000000000000000000100010,00000000000000000000000000000000,1
000000000000000000000000100010,00111100000001010001000000000000,1
000000000000000000000000100010,00100000101001101111000000000000,1
000000000000000000000000100011,00011000110000000000000000001000,0
000000000000000000000000100100,00011000110000000000000000001000,0
000000000000000000000000100100,00100000101001101111000000000000,0
000000000000000000000000100101,00100000101001101111000000000000,0
000000000000000000000000100101,00011000110000000000000000001000,0
000000000000000000000000100101,00000000000000000000000000000000,1
000000000000000000000000100100,00000000000000000000000000000000,1
000000000000000000000000100100,00000000000000000000000000000000,1
000000000000000000000000100100,00100000101001101111000000000000,1
000000000000000000000000100100,10001100101001100000000000000000,1
000000000000000000000000100101,10101100000001100000000000111100,0
000000000000000000000000100110,10101100000001100000000000111100,0
000000000000000000000000000000,10001100101001100000000000000000,0
000011111111111111110000000000,10001100101001100000000000000000,0
000100000000000000000000100110,10001100101001100000000000000000,0
000000000000000000000000100101,10001100101001100000000000000000,0
000000000000000000000000100101,10101100000001100000000000111100,0
000000000000000000000000000000,10101100000001100000000000111100,0
000100000000000000000000000000,10001100101001100000000000000000,0
000000000000000000000000000000,10001100101001100000000000000000,0
000000000000000000000000100101,10001100101001100000000000000000,0
000000000000000000000000100101,10101100000001100000000000111100,0
000000000000000000000000100110,10101100000001100000000000111100,0
000000000000000000000000100110,10001100101001100000000000000000,0
000000000000000000000000100110,00111100000111000001000000000001,0
000000000000000000000000000000,00111100000111000001000000000001,0
000000000000000000000000100111,00111100000111000001000000000001,0
000000000000000000000000100110,00100111100111001000111101001100,0
000000000000000000000000100110,00111100000111000001000000000001,0
000000000000000000000000100110,00000000000000000000000000000000,1
000000000000000000000000100110,00000000000000000000000000000000,1
000000000000000000000000100110,10001100101001100000000000000000,1
000000000000000000000000100110,10001100101001100000000000000100,1
000000000000000000000000000000,10001100101001100000000000000100,0
000000000000000000000000100110,10001100101001100000000000000100,0
000000000000000000000000100111,10001100101001100000000000000100,0
000000000000000000000000100111,10101100000001100000000001000000,0
000000000000000000000000100111,00100111100111001000111101001100,0
000000000000000000000000000000,00100111100111001000111101001100,0
000000000000000000000000000000,00111100000111000001000000000001,0
000000000000000000000000101000,00111100000111000001000000000001,0
000000000000000000000000100111,00111100000111000001000000000001,0
000000000000000000000000100111,00100111100111001000111101001100,0
000000000000000000000000100111,10101100000001100000000001000000,0
000000000000000000000000000000,10101100000001100000000001000000,0
000000000000000000000000000001,10001100101001100000000000000100,0
000000000000000000000000000001,10101100000001100000000001000000,0
000000000000000000000000100111,10101100000001100000000001000000,0
000000000000000000000000101000,10101100000001100000000001000000,0
000000000000000000000000101000,10001100101001100000000000000100,0
000000000000000000000000101000,00111100000111000001000000000001,0
000000000000000000000000000001,00111100000111000001000000000001,0
000000000000000000000000000001,00100111100111001000111101001100,0
000000000000000000000000101001,00100111100111001000111101001100,0
000000000000000000000000101000,00100111100111001000111101001100,0
000000000000000000000000101000,00111100000111000001000000000001,0
000000000000000000000000101000,00000000000000000000000000000000,1
000000000000000000000000101000,00000000000000000000000000000000,1
000000000000000000000000101000,10001100101001100000000000000100,1
000000000000000000000000101000,10001100101001100000000000001000,1
000000000000000000000000101001,10101100000001100000000001000100,1
000000000000000000000000010000,10101100000001100000000001000100,1
000000000000000000000000010000,10001100101001100000000000001000,1
000000000000000000000000101010,10001100101001100000000000001000,1
000000000000000000000000101001,10001100101001100000000000001000,1
000000000000000000000000101001,10101100000001100000000001000100,1
000000000000000000000000101001,10101100000001100000000001000100,0
000100000000000000000000101001,10101100000001100000000001000100,0
000000000000000000000000101001,10101100000001100000000001000100,0
000000000000000000000000010000,10101100000001100000000001000100,0
000100000000000000000000000010,10001100101001100000000000001000,0
000000000000000000000000000010,10001100101001100000000000001000,0
000000000000000000000000101001,10001100101001100000000000001000,0
000000000000000000000000101001,10101100000001100000000001000100,0
000000000000000000000000101010,10101100000001100000000001000100,0
000000000000000000000000101010,10001100101001100000000000001000,0
000000000000000000000000101010,00111100000001000001000000000000,0
000000000000000000000000000010,00111100000001000001000000000000,0
000000000000000000000000101011,00111100000001000001000000000000,0
000000000000000000000000101010,00100100100001000000111101100000,0
000000000000000000000000101010,00111100000001000001000000000000,0
000000000000000000000000101010,00000000000000000000000000000000,1
000000000000000000000000101010,00000000000000000000000000000000,1
000000000000000000000000101010,10001100101001100000000000001000,1
000000000000000000000000101010,10001100101001100000000000001100,1
000000000000000000000000000010,10001100101001100000000000001100,0
000000000000000000000000101010,10001100101001100000000000001100,0
000000000000000000000000101011,10001100101001100000000000001100,0
000000000000000000000000101011,10101100000001100000000001001000,0
000000000000000000000000101011,00100100100001000000111101100000,0
000000000000000000000000000010,00100100100001000000111101100000,0
000000000000000000000000000010,00111100000001000001000000000000,0
000000000000000000000000101100,00111100000001000001000000000000,0
000000000000000000000000101011,00111100000001000001000000000000,0
000000000000000000000000101011,00100100100001000000111101100000,0
000000000000000000000000101011,10101100000001100000000001001000,0
000000000000000000000000000010,10101100000001100000000001001000,0
000000000000000000000000000011,10001100101001100000000000001100,0
000000000000000000000000000011,10101100000001100000000001001000,0
000000000000000000000000101011,10101100000001100000000001001000,0
000000000000000000000000101100,10101100000001100000000001001000,0
000000000000000000000000101100,10001100101001100000000000001100,0
000000000000000000000000101100,00111100000001000001000000000000,0
000000000000000000000000000011,00111100000001000001000000000000,0
000000000000000000000000000011,00100100100001000000111101100000,0
000000000000000000000000101101,00100100100001000000111101100000,0
000000000000000000000000101100,00100100100001000000111101100000,0
000000000000000000000000101100,00111100000001000001000000000000,0
000000000000000000000000101100,00000000000000000000000000000000,1
000000000000000000000000101100,00000000000000000000000000000000,1
000000000000000000000000101100,10001100101001100000000000001100,1
000000000000000000000000101100,00110100000000100000000001000001,1
000000000000000000000000101101,10100010100000100000000000000000,0
000000000000000000000000010010,10100010100000100000000000000000,0
000000000000000000000000010010,00110100000000100000000001000001,0
000100000000000000000000101110,00110100000000100000000001000001,0
000000000000000000000000101101,00110100000000100000000001000001,0
000000000000000000000000101101,10100010100000100000000000000000,0
000000000000000000000000101110,10100010100000100000000000000000,0
000000000000000000000000101110,00110100000000100000000001000001,0
000000000000000000000000101111,00110100000000100000000001000001,0
000000000000000000000000101111,10100010100000100000000000000000,0
000000000000000000000000101111,00000000000000000000000000000000,1
000000000000000000000000101110,00000000000000000000000000000000,1
000000000000000000000000101110,00000000000000000000000000000000,1
000000000000000000000000101110,00110100000000100000000001000001,1
000000000000000000000000101110,00110100000000100000000001110010,1
000000000000000000000000101111,10100010100000100000000000000000,0
000000000000000000000000110000,10100010100000100000000000000000,0
000000000000000000000000110000,00110100000000100000000001110010,0
000000000000000000000000110001,00110100000000100000000001110010,0
000000000000000000000000110001,10100010100000100000000000000000,0
000000000000000000000000110001,00000000000000000000000000000000,1
000000000000000000000000110000,00000000000000000000000000000000,1
000000000000000000000000110000,00000000000000000000000000000000,1
000000000000000000000000110000,00110100000000100000000001110010,1
000000000000000000000000110000,00110100000000100000000001101001,1
000000000000000000000000110001,10100010100000100000000000000000,0
000000000000000000000000110010,10100010100000100000000000000000,0
000000000000000000000000110010,00110100000000100000000001101001,0
000000000000000000000000110011,00110100000000100000000001101001,0
000000000000000000000000110011,10100010100000100000000000000000,0
000000000000000000000000110011,00000000000000000000000000000000,1
000000000000000000000000110010,00000000000000000000000000000000,1
000000000000000000000000110010,00000000000000000000000000000000,1
000000000000000000000000110010,00110100000000100000000001101001,1
000000000000000000000000110010,00110100000000100000000001110100,1
000000000000000000000000110011,10100010100000100000000000000000,0
000000000000000000000000110100,10100010100000100000000000000000,0
000000000000000000000000110100,00110100000000100000000001110100,0
000000000000000000000000110101,00110100000000100000000001110100,0
000000000000000000000000110101,10100010100000100000000000000000,0
000000000000000000000000110101,00000000000000000000000000000000,1
000000000000000000000000110100,00000000000000000000000000000000,1
000000000000000000000000110100,00000000000000000000000000000000,1
000000000000000000000000110100,00110100000000100000000001110100,1
000000000000000000000000110100,00110100000000100000000001101000,1
000000000000000000000000110101,10100010100000100000000000000000,0
000000000000000000000000110110,10100010100000100000000000000000,0
000000000000000000000000110110,00110100000000100000000001101000,0
000000000000000000000000110111,00110100000000100000000001101000,0
000000000000000000000000110111,10100010100000100000000000000000,0
000000000000000000000000110111,00000000000000000000000000000000,1
000000000000000000000000110110,00000000000000000000000000000000,1
000000000000000000000000110110,00000000000000000000000000000000,1
000000000000000000000000110110,00110100000000100000000001101000,1
000000000000000000000000110110,10100010100101110000000000000000,1
000000000000000000000000110111,10100010100101010000000000000000,0
000000000000000000000000111000,10100010100101010000000000000000,0
000000000000000000000000011010,10100010100101110000000000000000,0
000100000000000000000000111000,10100010100101110000000000000000,0
000000000000000000000000110111,10100010100101110000000000000000,0
000000000000000000000000110111,10100010100101010000000000000000,0
000000000000000000001111100110,10100010100101010000000000000000,0
000000000000000000000000000000,10100010100101110000000000000000,0
000000000000000000000000111000,10100010100101110000000000000000,0
000000000000000000000000000000,10100010100101110000000000000000,0
000100000000000000000000111001,10100010100101110000000000000000,0
000000000000000000000000111000,10100010100101010000000000000000,0
000000000000000000000000111000,10100010100101110000000000000000,0
000000000000000000000000111000,00000000000000000000000000000000,1
000000000000000000000000111000,00000000000000000000000000000000,1
000000000000000000000000111000,10100010100101110000000000000000,1
000000000000000000000000111000,00110100000000100000000001100001,1
000000000000000000000000111001,10100010100000100000000000000000,0
000000000000000000000000000000,10100010100000100000000000000000,0
000000000000000000000000000000,00110100000000100000000001100001,0
000100000000000000000000111010,00110100000000100000000001100001,0
000000000000000000000000111001,00110100000000100000000001100001,0
000000000000000000000000111001,10100010100000100000000000000000,0
000000000000000000000000111010,10100010100000100000000000000000,0
000000000000000000000000111010,00110100000000100000000001100001,0
000000000000000000000000111011,00110100000000100000000001100001,0
000000000000000000000000111011,10100010100000100000000000000000,0
000000000000000000000000111011,00000000000000000000000000000000,1
000000000000000000000000111010,00000000000000000000000000000000,1
000000000000000000000000111010,00000000000000000000000000000000,1
000000000000000000000000111010,00110100000000100000000001100001,1
000000000000000000000000111010,00110100000000110000000000000101,1
000000000000000000000000111011,00110100000001000000000000111100,0
000000000000000000000000111100,00110100000001000000000000111100,0
000000000000000000000000111100,00110100000000110000000000000101,0
000000000000000000000000111101,00110100000000110000000000000101,0
000000000000000000000000111101,00110100000001000000000000111100,0
000000000000000000000000111101,00000000000000000000000000000000,1
000000000000000000000000111100,00000000000000000000000000000000,1
000000000000000000000000111100,00000000000000000000000000000000,1
000000000000000000000000111100,00110100000000110000000000000101,1
000000000000000000000000111100,00000000011001000001000000100000,1
000000000000000000000000111101,10100010100000100000000000000000,0
000000000000000000000000111110,10100010100000100000000000000000,0
000000000000000000000000111110,00000000011001000001000000100000,0
000000000000000000000000111111,00000000011001000001000000100000,0
000000000000000000000000111111,10100010100000100000000000000000,0
000000000000000000000000111111,00000000000000000000000000000000,1
000000000000000000000000111110,00000000000000000000000000000000,1
000000000000000000000000111110,00000000000000000000000000000000,1
000000000000000000000000111110,00000000011001000001000000100000,1
000000000000000000000000111110,10100010100101110000000000000000,1
000000000000000000000000111111,10100010100101010000000000000000,0
000000000000000000000001000000,10100010100101010000000000000000,0
000000000000000000000000000001,10100010100101110000000000000000,0
000000000000000000000000000001,10100010100101010000000000000000,0
000000000000000000000001000000,10100010100101010000000000000000,0
000000000000000000000000111111,10100010100101110000000000000000,0
000000000000000000000000111111,10100010100101010000000000000000,0
000000000000000000000000000001,10100010100101010000000000000000,0
000000000000000000000000000000,10100010100101010000000000000000,0
000000000000000000000000000000,10100010100101110000000000000000,0
000000000000000000000001000000,10100010100101110000000000000000,0
000000000000000000000000000000,10100010100101110000000000000000,0
000100000000000000000001000001,10100010100101110000000000000000,0
000000000000000000000001000000,10100010100101010000000000000000,0
000000000000000000000001000000,10100010100101110000000000000000,0
000000000000000000000001000000,00000000000000000000000000000000,1
000000000000000000000001000000,00000000000000000000000000000000,1
000000000000000000000001000000,10100010100101110000000000000000,1
000000000000000000000001000000,00110100000000100000000001100010,1
000000000000000000000001000001,10100010100000100000000000000000,0
000000000000000000000000000000,10100010100000100000000000000000,0
000000000000000000000000000000,00110100000000100000000001100010,0
000100000000000000000001000010,00110100000000100000000001100010,0
000000000000000000000001000001,00110100000000100000000001100010,0
000000000000000000000001000001,10100010100000100000000000000000,0
000000000000000000000001000010,10100010100000100000000000000000,0
000000000000000000000001000010,00110100000000100000000001100010,0
000000000000000000000001000011,00110100000000100000000001100010,0
000000000000000000000001000011,10100010100000100000000000000000,0
000000000000000000000001000011,00000000000000000000000000000000,1
000000000000000000000001000010,00000000000000000000000000000000,1
000000000000000000000001000010,00000000000000000000000000000000,1
000000000000000000000001000010,00110100000000100000000001100010,1
000000000000000000000001000010,00110100000001000000000000111100,1
000000000000000000000001000011,00100000100000100000000000000101,0
000000000000000000000001000100,00100000100000100000000000000101,0
000000000000000000000001000100,00110100000001000000000000111100,0
000000000000000000000001000101,00110100000001000000000000111100,0
000000000000000000000001000101,00100000100000100000000000000101,0
000000000000000000000001000101,00000000000000000000000000000000,1
000000000000000000000001000100,00000000000000000000000000000000,1
000000000000000000000001000100,00000000000000000000000000000000,1
000000000000000000000001000100,00110100000001000000000000111100,1
000000000000000000000001000100,10100010100000100000000000000000,1
000000000000000000000001000101,10100010100101110000000000000000,0
000000000000000000000001000110,10100010100101110000000000000000,0
000000000000000000000000001111,10100010100000100000000000000000,0
000000000000000000000000001111,10100010100101110000000000000000,0
000100000000000000000001000110,10100010100101110000000000000000,0
000000000000000000000001000101,10100010100000100000000000000000,0
000000000000000000000001000101,10100010100101110000000000000000,0
000000000000000000001111110001,10100010100101110000000000000000,0
000000000000000000000000000000,10100010100101110000000000000000,0
000000000000000000000000000000,10100010100000100000000000000000,0
000000000000000000000001000110,10100010100000100000000000000000,0
000000000000000000000000000000,10100010100000100000000000000000,0
000100000000000000000001000111,10100010100000100000000000000000,0
000000000000000000000001000110,10100010100101110000000000000000,0
000000000000000000000001000110,10100010100000100000000000000000,0
000000000000000000000001000110,00000000000000000000000000000000,1
000000000000000000000001000110,00000000000000000000000000000000,1
000000000000000000000001000110,10100010100000100000000000000000,1
000000000000000000000001000110,10100010100101010000000000000000,1
000000000000000000000001000111,00110100000000100000000001100011,0
000000000000000000000000000000,00110100000000100000000001100011,0
000000000000000000000000000000,10100010100101010000000000000000,0
000100000000000000000001001000,10100010100101010000000000000000,0
000000000000000000000001000111,10100010100101010000000000000000,0
000000000000000000000001000111,00110100000000100000000001100011,0
000000000000000000000000000000,00110100000000100000000001100011,0
000000000000000000000000000000,10100010100101010000000000000000,0
000000000000000000000001001000,10100010100101010000000000000000,0
000000000000000000000000000000,10100010100101010000000000000000,0
000100000000000000000001001001,10100010100101010000000000000000,0
000000000000000000000001001000,00110100000000100000000001100011,0
000000000000000000000001001000,10100010100101010000000000000000,0
000000000000000000000001001000,00000000000000000000000000000000,1
000000000000000000000001001000,00000000000000000000000000000000,1
000000000000000000000001001000,10100010100101010000000000000000,1
000000000000000000000001001000,10100010100000100000000000000000,1
000000000000000000000001001001,00110100000001000000000000110010,0
000000000000000000000000000000,00110100000001000000000000110010,0
000000000000000000000000000000,10100010100000100000000000000000,0
000100000000000000000001001010,10100010100000100000000000000000,0
000000000000000000000001001001,10100010100000100000000000000000,0
000000000000000000000001001001,00110100000001000000000000110010,0
000000000000000000000000000000,00110100000001000000000000110010,0
000000000000000000000000000000,10100010100000100000000000000000,0
000000000000000000000001001010,10100010100000100000000000000000,0
000000000000000000000000000000,10100010100000100000000000000000,0
000100000000000000000001001011,10100010100000100000000000000000,0
000000000000000000000001001010,00110100000001000000000000110010,0
000000000000000000000001001010,10100010100000100000000000000000,0
000000000000000000000001001010,00000000000000000000000000000000,1
000000000000000000000001001010,00000000000000000000000000000000,1
000000000000000000000001001010,10100010100000100000000000000000,1
000000000000000000000001001010,00100100100001010000000000001111,1
000000000000000000000001001011,10100010100001010000000000000000,0
000000000000000000000000000000,10100010100001010000000000000000,0
000000000000000000000000000000,00100100100001010000000000001111,0
000100000000000000000001001100,00100100100001010000000000001111,0
000000000000000000000001001011,00100100100001010000000000001111,0
000000000000000000000001001011,10100010100001010000000000000000,0
000000000000000000000001001100,10100010100001010000000000000000,0
000000000000000000000001001100,00100100100001010000000000001111,0
000000000000000000000001001101,00100100100001010000000000001111,0
000000000000000000000001001101,10100010100001010000000000000000,0
000000000000000000000001001101,00000000000000000000000000000000,1
000000000000000000000001001100,00000000000000000000000000000000,1
000000000000000000000001001100,00000000000000000000000000000000,1
000000000000000000000001001100,00100100100001010000000000001111,1
000000000000000000000001001100,10100010100101110000000000000000,1
000000000000000000000001001101,10100010100101010000000000000000,0
000000000000000000000001001110,10100010100101010000000000000000,0
000000000000000000000000010010,10100010100101110000000000000000,0
000100000000000000000001001110,10100010100101110000000000000000,0
000000000000000000000001001101,10100010100101110000000000000000,0
000000000000000000000001001101,10100010100101010000000000000000,0
000000000000000000000000010010,10100010100101010000000000000000,0
000000000000000000000000000000,10100010100101110000000000000000,0
000000000000000000000001001110,10100010100101110000000000000000,0
000000000000000000000000000000,10100010100101110000000000000000,0
000100000000000000000001001111,10100010100101110000000000000000,0
000000000000000000000001001110,10100010100101010000000000000000,0
000000000000000000000001001110,10100010100101110000000000000000,0
000000000000000000000001001110,00000000000000000000000000000000,1
000000000000000000000001001110,00000000000000000000000000000000,1
000000000000000000000001001110,10100010100101110000000000000000,1
000000000000000000000001001110,00110100000000100000000001100100,1
000000000000000000000001001111,10100010100000100000000000000000,0
000000000000000000000000000000,10100010100000100000000000000000,0
000000000000000000000000000000,00110100000000100000000001100100,0
000100000000000000000001010000,00110100000000100000000001100100,0
000000000000000000000001001111,00110100000000100000000001100100,0
000000000000000000000001001111,10100010100000100000000000000000,0
000000000000000000000001010000,10100010100000100000000000000000,0
000000000000000000000001010000,00110100000000100000000001100100,0
000000000000000000000001010001,00110100000000100000000001100100,0
000000000000000000000001010001,10100010100000100000000000000000,0
000000000000000000000001010001,00000000000000000000000000000000,1
000000000000000000000001010000,00000000000000000000000000000000,1
000000000000000000000001010000,00000000000000000000000000000000,1
000000000000000000000001010000,00110100000000100000000001100100,1
000000000000000000000001010000,00110100000000110000000000000101,1
000000000000000000000001010001,00110100000001000000000000111100,0
000000000000000000000001010010,00110100000001000000000000111100,0
000000000000000000000001010010,00110100000000110000000000000101,0
000000000000000000000001010011,00110100000000110000000000000101,0
000000000000000000000001010011,00110100000001000000000000111100,0
000000000000000000000001010011,00000000000000000000000000000000,1
000000000000000000000001010010,00000000000000000000000000000000,1
000000000000000000000001010010,00000000000000000000000000000000,1
000000000000000000000001010010,00110100000000110000000000000101,1
000000000000000000000001010010,00000000011001000001000000100000,1
000000000000000000000001010011,10100010100000100000000000000000,0
000000000000000000000001010100,10100010100000100000000000000000,0
000000000000000000000001010100,00000000011001000001000000100000,0
000000000000000000000001010101,00000000011001000001000000100000,0
000000000000000000000001010101,10100010100000100000000000000000,0
000000000000000000000001010101,00000000000000000000000000000000,1
000000000000000000000001010100,00000000000000000000000000000000,1
000000000000000000000001010100,00000000000000000000000000000000,1
000000000000000000000001010100,00000000011001000001000000100000,1
000000000000000000000001010100,10100010100101110000000000000000,1
000000000000000000000001010101,10100010100101010000000000000000,0
000000000000000000000001010110,10100010100101010000000000000000,0
000000000000000000000000010000,10100010100101110000000000000000,0
000100000000000000000001010110,10100010100101110000000000000000,0
000000000000000000000001010101,10100010100101110000000000000000,0
000000000000000000000001010101,10100010100101010000000000000000,0
000000000000000000000000010000,10100010100101010000000000000000,0
000000000000000000000000000000,10100010100101110000000000000000,0
000000000000000000000001010110,10100010100101110000000000000000,0
000000000000000000000000000000,10100010100101110000000000000000,0
000100000000000000000001010111,10100010100101110000000000000000,0
000000000000000000000001010110,10100010100101010000000000000000,0
000000000000000000000001010110,10100010100101110000000000000000,0
000000000000000000000001010110,00000000000000000000000000000000,1
000000000000000000000001010110,00000000000000000000000000000000,1
000000000000000000000001010110,10100010100101110000000000000000,1
000000000000000000000001010110,00110100000000100000000001100101,1
000000000000000000000001010111,10100010100000100000000000000000,0
000000000000000000000000000000,10100010100000100000000000000000,0
000000000000000000000000000000,00110100000000100000000001100101,0
000100000000000000000001011000,00110100000000100000000001100101,0
000000000000000000000001010111,00110100000000100000000001100101,0
000000000000000000000001010111,10100010100000100000000000000000,0
000000000000000000000001011000,10100010100000100000000000000000,0
000000000000000000000001011000,00110100000000100000000001100101,0
000000000000000000000001011001,00110100000000100000000001100101,0
000000000000000000000001011001,10100010100000100000000000000000,0
000000000000000000000001011001,00000000000000000000000000000000,1
000000000000000000000001011000,00000000000000000000000000000000,1
000000000000000000000001011000,00000000000000000000000000000000,1
000000000000000000000001011000,00110100000000100000000001100101,1
000000000000000000000001011000,00110100000000100001110111011110,1
000000000000000000000001011001,00110100000000110000000001110101,0
000000000000000000000001011010,00110100000000110000000001110101,0
000000000000000000000001011010,00110100000000100001110111011110,0
000000000000000000000001011011,00110100000000100001110111011110,0
000000000000000000000001011011,00110100000000110000000001110101,0
000000000000000000000001011011,00000000000000000000000000000000,1
000000000000000000000001011010,00000000000000000000000000000000,1
000000000000000000000001011010,00000000000000000000000000000000,1
000000000000000000000001011010,00110100000000100001110111011110,1
000000000000000000000001011010,00010100011000000000000000000010,1
000000000000000000000001011011,00000000010000110000000000011010,0
000000000000000000000001011100,00000000010000110000000000011010,0
000000000000000000000001011100,00010100011000000000000000000010,0
000000000000000000001101110111,00010100011000000000000000000010,0
000100000000000000000001011011,00000000010000110000000000011010,0
000000000000000000000001011011,00000000010000110000000000011010,0
000000000000000000000010001000,00000000010000110000000000011010,0
000100000000000000000001011001,00010100011000000000000000000010,0
000000000000000000000001011101,00000000010000110000000000011010,0
000000000000000000000001011110,00000000010000110000000000011010,0
000000000000000000000001011110,00010100011000000000000000000010,0
